paper_id,citation_key,arxiv_id,similarity_score,bib_title,ref_title
2210.16308,Ballester_2022,2111.09312,1.0,Measurement of the stray light in the Advanced Virgo input mode cleaner cavity u,Measurement of the stray light in the Advanced Virgo input mode cleaner cavity u
2210.16308,2021ApOpt..60.4047B,2101.05828,1.0,Point absorbers in Advanced LIGO,Point absorbers in Advanced LIGO.
2210.16308,IMClongPaper,2210.16313,0.9795918367346939,{An instrumented baffle for the Advanced Virgo Input Mode Cleaner End Mirror},Instrumented baffle for the Advanced Virgo input mode cleaner end mirror
2210.16309,Sponar:2021,2012.09048,1.0,Tests of fundamental quantum mechanics and dark interactions with low-energy neu,Tests of fundamental quantum mechanics and dark interactions with low-energy neu
2210.16309,Lemmel_2021,2202.08769,1.0,Neutron interference from a split-crystal interferometer,Neutron interference from a split-crystal interferometer
2210.16309,Sasso:2021a,2102.10995,1.0,Measurement of miscut angles in the determination of Si lattice parameters,Measurement of miscut angles in the determination of Si lattice parameters
2210.16309,Sasso:2021b,2104.06288,1.0,{Defocused travelling fringes in a scanning triple-Laue X-ray interferometry set,Defocused travelling fringes in a scanning triple-Laue X-ray interferometry setu
2210.16309,Massa:2022,2202.08769,1.0,Neutron interference from a split-crystal interferometer,Neutron interference from a split-crystal interferometer
2210.16309,Pushin_2017,1606.03445,1.0,Far-field interference of a neutron white beam and the applications to noninvasi,Far-field interference of a neutron white beam and the applications to noninvasi
2210.16313,Acernese_2014,1408.3978,1.0,Advanced Virgo: a second-generation interferometric gravitational wave detector,Advanced Virgo: a second-generation interferometric gravitational wave detector
2210.16313,Romero:2020ovg,2008.13740,1.0,Determination of the light exposure on the photodiodes of a new instrumented baf,Determination of the light exposure on the photodiodes of a new instrumented baf
2210.16313,Ballester_2022,2111.09312,1.0,Measurement of the stray light in the Advanced Virgo input mode cleaner cavity u,Measurement of the stray light in the Advanced Virgo input mode cleaner cavity u
2210.16314,wang2020learning,2007.00708,1.0,Learning search space partition for black-box optimization using monte carlo tre,Learning Search Space Partition for Black-box Optimization using Monte Carlo Tre
2210.16314,liao2020deep,1906.08809,1.0,A deep reinforcement learning approach for global routing,A Deep Reinforcement Learning Approach for Global Routing
2210.16314,LIPOWSKI20122193,1109.3627,1.0,Roulette-wheel selection via stochastic acceptance,Roulette-wheel selection via stochastic acceptance
2210.16316,thomas2011cladding,1011.2691,1.0,Cladding mode coupling in highly localized fiber Bragg gratings: modal propertie,Cladding mode coupling in highly localized fiber Bragg gratings: modal propertie
2210.16316,thomas2012cladding,1011.2691,0.7336683417085427,Cladding mode coupling in highly localized fiber Bragg gratings II: complete vec,Cladding mode coupling in highly localized fiber Bragg gratings: modal propertie
2210.16316,li2017hyperband,1603.06560,1.0,Hyperband: A novel bandit-based approach to hyperparameter optimization,Hyperband: A Novel Bandit-Based Approach to Hyperparameter Optimization
2210.16320,Senatore:2009gt,0905.3746,1.0,{Non-Gaussianities in Single Field Inflation and their Optimal Limits from the W,Non-Gaussianities in single field inflation and their optimal limits from the WM
2210.16320,Assassi:2015fma,1510.03723,1.0,{Galaxy Bias and Primordial Non-Gaussianity},Galaxy bias and primordial non-Gaussianity
2210.16320,Ivanov:2014yla,1402.4964,1.0,{UV-extending Ghost Inflation},UV-extending ghost inflation
2210.16320,Izumi:2010wm,1004.1776,1.0,{Trispectrum from Ghost Inflation},Trispectrum from ghost inflation
2210.16320,Desjacques:2016bnm,1611.09787,1.0,{Large-Scale Galaxy Bias},Large-Scale Galaxy Bias
2210.16320,Pajer:2013jj,1301.7182,1.0,{On the Renormalization of the Effective Field Theory of Large Scale Structures},On the renormalization of the effective field theory of large scale structures
2210.16320,Baumann:2010tm,1004.2488,1.0,{Cosmological Non-Linearities as an Effective Fluid},Cosmological non-linearities as an effective fluid
2210.16320,Carrasco:2012cv,1301.7182,0.7272727272727273,{The Effective Field Theory of Cosmological Large Scale Structures},On the renormalization of the effective field theory of large scale structures
2210.16320,2022MNRAS.509.2457P,2105.08722,0.9714285714285714,{ENCORE: an O (N$_{g}$$^{2}$) estimator for galaxy N-point correlation functions,ENCORE: An $\mathcal{O}(N_{\rm g}^2)$ Estimator for Galaxy $N$-Point Correlation
2210.16320,2021RSPSA.47710376P,2104.10169,1.0,{An exact integral-to-sum relation for products of Bessel functions},An exact integral-to-sum relation for products of Bessel functions
2210.16320,2021arXiv210801714H,2105.08722,0.7248322147651006,{Analytic Gaussian Covariance Matrices for Galaxy $N$-Point Correlation Function,ENCORE: An $\mathcal{O}(N_{\rm g}^2)$ Estimator for Galaxy $N$-Point Correlation
2210.16320,2020A&A...641A..10P,1905.05697,0.7454545454545455,{Planck 2018 results. X. Constraints on inflation},Planck 2018 results. IX. Constraints on primordial non-Gaussianity
2210.16320,2020A&A...641A...9P,1905.05697,1.0,{Planck 2018 results. IX. Constraints on primordial non-Gaussianity},Planck 2018 results. IX. Constraints on primordial non-Gaussianity
2210.16320,Cheung:2007st,0709.0293,1.0,{The Effective Field Theory of Inflation},The Effective Field Theory of Inflation
2210.16320,Bordin:2018pca,1806.10587,1.0,{Light Particles with Spin in Inflation},Light Particles with Spin in Inflation
2210.16320,Arkani-Hamed:2003pdi,hep-th/0312099,1.0,{Ghost condensation and a consistent infrared modification of gravity},Ghost condensation and a consistent infrared modification of gravity
2210.16320,Arkani-Hamed:2003juy,hep-th/0312100,1.0,{Ghost inflation},Ghost Inflation
2210.16320,Foreman-Mackey:2012any,1202.3665,1.0,{emcee: The MCMC Hammer},emcee: The MCMC Hammer
2210.16320,2020JCAP...07..014B,2004.00619,1.0,{Graviton non-Gaussianities and parity violation in the EFT of inflation},Graviton non-Gaussianities and parity violation in the EFT of inflation
2210.16320,2020JCAP...06..001C,1909.05271,0.9532710280373832,{Efficient cosmological analysis of the SDSS/BOSS data from the Effective Field ,The cosmological analysis of the SDSS/BOSS data from the Effective Field Theory 
2210.16320,2020JCAP...05..042I,1909.05277,1.0,{Cosmological parameters from the BOSS galaxy power spectrum},Cosmological parameters from the BOSS galaxy power spectrum
2210.16320,Chen:2021wdi,2110.05530,1.0,"{A new analysis of galaxy 2-point functions in the BOSS survey, including full-s","A new analysis of galaxy 2-point functions in the BOSS survey, including full-sh"
2210.16320,2020JCAP...05..032P,2002.04035,0.9900990099009901,{Combining full-shape and BAO analyses of galaxy power spectra: a 1.6\% CMB-inde,Combining full-shape and BAO analyses of galaxy power spectra: a 1.6% CMB-indepe
2210.16320,2020JCAP...05..005D,1909.05271,1.0,{The cosmological analysis of the SDSS/BOSS data from the Effective Field Theory,The cosmological analysis of the SDSS/BOSS data from the Effective Field Theory 
2210.16320,Bordin:2020eui,2004.00619,1.0,{Graviton non-Gaussianities and Parity Violation in the EFT of Inflation},Graviton non-Gaussianities and parity violation in the EFT of inflation
2210.16320,Cabass:2022jda,1006.5411,0.7085714285714285,{On graviton non-Gaussianities in the Effective Field Theory of Inflation},Large non-Gaussianities in the Effective Field Theory Approach to Single-Field I
2210.16320,Orlando:2020oko,2011.07059,1.0,{Measuring Parity Violation in the Stochastic Gravitational Wave Background with,Measuring parity violation in the Stochastic Gravitational Wave Background with 
2210.16320,Bartolo:2020gsh,2008.01715,1.0,{Tensor non-Gaussianity in chiral scalar-tensor theories of gravity},Tensor non-Gaussianity in chiral scalar-tensor theories of gravity
2210.16320,Bartolo:2018elp,1809.11170,1.0,{Measuring chiral gravitational waves in Chern-Simons gravity with CMB bispectra,Measuring chiral gravitational waves in Chern-Simons gravity with CMB bispectra
2210.16320,Biagetti:2020lpx,2001.05930,1.0,{Primordial Gravitational Waves from Galaxy Intrinsic Alignments},Primordial gravitational waves from galaxy intrinsic alignments
2210.16320,Chen:2009zp,0911.3380,1.0,{Quasi-Single Field Inflation and Non-Gaussianities},Quasi-Single Field Inflation and Non-Gaussianities
2210.16320,2020MNRAS.492.1214P,1912.01010,1.0,{Computing the small-scale galaxy power spectrum and bispectrum in configuration,Computing the small-scale galaxy power spectrum and bispectrum in configuration 
2210.16320,2019JCAP...02..056A,1808.07445,1.0,{The Simons Observatory: science goals and forecasts},The Simons Observatory: science goals and forecasts
2210.16320,COT,2009.02898,1.0,{The Cosmological Optical Theorem},The Cosmological Optical Theorem
2210.16320,BBBB,2010.12818,1.0,{Building a Boostless Bootstrap for the Bispectrum},Building a boostless bootstrap for the bispectrum
2210.16320,Cabass:2018hum,1812.02731,1.0,{A new scale in the bias expansion},A new scale in the bias expansion
2210.16320,Maleknejad:2011jw,1102.1513,1.0,{Gauge-flation: Inflation From Non-Abelian Gauge Fields},Gauge-flation: Inflation From Non-Abelian Gauge Fields
2210.16320,Piazza:2017bsd,1706.03402,1.0,{Gaugid inflation},Gaugid inflation
2210.16320,Kehagias:2017cym,1705.05834,1.0,{On the Inflationary Perturbations of Massive Higher-Spin Fields},On the inflationary perturbations of massive higher-spin fields
2210.16320,Franciolini:2017ktv,1712.06626,1.0,{Imprints of Spinning Particles on Primordial Cosmological Perturbations},Imprints of spinning particles on primordial cosmological perturbations
2210.16320,Arkani-Hamed:2007ryv,0704.1814,1.0,{A Measure of de Sitter entropy and eternal inflation},A Measure of de Sitter entropy and eternal inflation
2210.16320,Dubovsky:2006vk,hep-th/0603158,1.0,"{Spontaneous breaking of Lorentz invariance, black holes and perpetuum mobile of","Spontaneous breaking of Lorentz invariance, black holes and perpetuum mobile of "
2210.16320,Jazayeri:2016jav,1602.06511,1.0,{Ghost inflation and de Sitter entropy},Ghost inflation and de Sitter entropy
2210.16320,Mukohyama:2009rk,0901.3595,1.0,{Ghost condensate and generalized second law},Ghost condensate and generalized second law
2210.16320,2018MNRAS.477.1153V,1607.03155,0.7283950617283951,{The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectro,The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectros
2210.16320,2017MNRAS.470.2617A,1607.03155,1.0,{The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectro,The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectros
2210.16320,2017JCAP...07..034B,1706.04627,1.0,{Parity breaking signatures from a Chern-Simons coupling during inflation: the c,Parity breaking signatures from a Chern-Simons coupling during inflation: the ca
2210.16320,2017MNRAS.466.2242B,1607.03155,0.7885304659498208,{The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectro,The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectros
2210.16320,2017MNRAS.465.1757G,1607.03155,0.7260726072607261,{The clustering of galaxies in the SDSS-III Baryon Oscillation Spectroscopic Sur,The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectros
2210.16320,2017MNRAS.464.3409B,1607.03155,0.7801418439716312,{The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectro,The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectros
2210.16320,2016A&A...594A..19P,1905.05697,0.7906976744186046,{Planck 2015 results. XIX. Constraints on primordial magnetic fields},Planck 2018 results. IX. Constraints on primordial non-Gaussianity
2210.16320,2016A&A...594A..17P,1905.05697,0.9538461538461539,{Planck 2015 results. XVII. Constraints on primordial non-Gaussianity},Planck 2018 results. IX. Constraints on primordial non-Gaussianity
2210.16320,2016A&A...594A..20P,1905.05697,0.7207207207207207,{Planck 2015 results. XX. Constraints on inflation},Planck 2018 results. IX. Constraints on primordial non-Gaussianity
2210.16320,2016MNRAS.460.1173R,1509.06404,1.0,{The clustering of galaxies in the SDSS-III Baryon Oscillation Spectroscopic Sur,The clustering of galaxies in the SDSS-III Baryon Oscillation Spectroscopic Surv
2210.16320,2016JCAP...06..052B,1301.7182,0.7972972972972973,{The trispectrum in the Effective Field Theory of Large Scale Structure},On the renormalization of the effective field theory of large scale structures
2210.16320,2016MNRAS.456.4156K,1509.06400,1.0,{The clustering of galaxies in the SDSS-III Baryon Oscillation Spectroscopic Sur,The clustering of galaxies in the SDSS-III Baryon Oscillation Spectroscopic Surv
2210.16320,2016MNRAS.456L.132S,1511.05969,1.0,{Parameter inference with estimated covariance matrices},Parameter inference with estimated covariance matrices
2210.16320,2015JCAP...10..039A,1301.7182,0.7439024390243902,{The one-loop matter bispectrum in the Effective Field Theory of Large Scale Str,On the renormalization of the effective field theory of large scale structures
2210.16320,2015JCAP...07..039B,1505.02193,1.0,{Parity-violating CMB correlators with non-decaying statistical anisotropy},Parity-violating CMB correlators with non-decaying statistical anisotropy
2210.16320,2015ApJS..219...12A,1501.00963,1.0,{The Eleventh and Twelfth Data Releases of the Sloan Digital Sky Survey: Final D,THE ELEVENTH AND TWELFTH DATA RELEASES OF THE SLOAN DIGITAL SKY SURVEY: FINAL DA
2210.16320,2015JCAP...05..007B,1301.7182,0.8027210884353742,{The bispectrum in the Effective Field Theory of Large Scale Structure},On the renormalization of the effective field theory of large scale structures
2210.16320,2015JCAP...01..027B,1411.2521,1.0,{Parity-violating and anisotropic correlations in pseudoscalar inflation},Parity-violating and anisotropic correlations in pseudoscalar inflation
2210.16320,Meerburg:2019qqi,1303.5084,0.7761194029850746,{Primordial Non-Gaussianity},Constraints on primordial non-Gaussianity
2210.16320,2014JCAP...12..050D,1407.8204,1.0,{Inflationary tensor fossils in large-scale structure},Inflationary tensor fossils in large-scale structure
2210.16320,Sekiguchi:2013hza,1303.4626,0.9855072463768116,{Optimal constraint on $g_{NL}$ from CMB},Optimal constraint on gNL from CMB
2210.16320,Vielva:2009jz,0910.3196,0.9893617021276596,{Constraints on f\_nl and g\_nl from the analysis of the N-pdf of the CMB large ,Constraints on fNL and gNL from the analysis of the N-pdf of the CMB large-scale
2210.16320,2013JCAP...10..011E,1706.03402,0.7741935483870968,{Solid inflation},Gaugid inflation
2210.16320,Bartolo:2010di,1006.5411,0.9855072463768116,{Large non-Gaussianities in the Effective Field Theory Approach to Single-Field ,Large non-Gaussianities in the Effective Field Theory Approach to Single-Field I
2210.16320,Bartolo:2004if,astro-ph/0406398,1.0,{Non-Gaussianity from inflation: Theory and observations},Non-Gaussianity from inflation: theory and observations
2210.16320,Mueller:2021tqa,1607.03155,0.7464788732394366,{The clustering of galaxies in the completed SDSS-IV extended Baryon Oscillation,The clustering of galaxies in the completed SDSS-III Baryon Oscillation Spectros
2210.16320,2013JCAP...04..046A,1107.0318,1.0,{Chern-Simons inflation and baryogenesis},Chern-Simons Inflation and Baryogenesis
2210.16320,2013AJ....145...10D,1208.0022,1.0,{The Baryon Oscillation Spectroscopic Survey of SDSS-III},THE BARYON OSCILLATION SPECTROSCOPIC SURVEY OF SDSS-III
2210.16320,2009PhR...480....1A,0907.2562,1.0,{Chern-Simons modified general relativity},Chern-Simons Modified General Relativity
2210.16320,2008PhLB..660..444A,hep-th/0601034,1.0,{Is cosmic parity violation responsible for the anomalies in the WMAP data?},Is cosmic parity violation responsible for the anomalies in the WMAP data
2210.16320,2004PhR...402..103B,astro-ph/0406398,1.0,{Non-Gaussianity from inflation: theory and observations},Non-Gaussianity from inflation: theory and observations
2210.16321,savary2016quantum,1601.03742,1.0,Quantum spin liquids: a review,Quantum spin liquids: a review
2210.16321,doi:10.1126/science.abi8794,2104.04119,1.0,Probing topological spin liquids on a programmable quantum simulator,Probing topological spin liquids on a programmable quantum simulator
2210.16321,doi:10.1126/science.aay0668,1601.03742,0.8163265306122449,Quantum spin liquids,Quantum spin liquids: a review
2210.16321,agterberg2020physics,1904.09687,1.0,The Physics of Pair-Density Waves: Cuprate Superconductors and Beyond,The Physics of Pair-Density Waves: Cuprate Superconductors and Beyond
2210.16323,Zhang2022S2210.17485,2210.17485,0.8589743589743589,{Strange Correlation Function for Average Symmetry-Protected Topological Phases},Fidelity Strange Correlators for Average Symmetry-Protected Topological Phases
2210.16323,McGreevy2023G2204.03045,2204.03045,1.0,{Generalized Symmetries in Condensed Matter},Generalized Symmetries in Condensed Matter
2210.16323,Gaiotto2015G1412.5148,1412.5148,1.0,{Generalized global symmetries},Generalized global symmetries
2210.16323,Kapustin2013H1309.4721,1309.4721,1.0,{Higher symmetry and gapped phases of gauge theories},Higher symmetry and gapped phases of gauge theories
2210.16323,wenspt2,1301.0861,1.0,Symmetry-Protected Topological Orders in Interacting Bosonic Systems,Symmetry-Protected Topological Orders in Interacting Bosonic Systems
2210.16323,BondersonTO,1306.3230,1.0,{A time-reversal invariant topological phase at the surface of a 3D topological ,A time-reversal invariant topological phase at the surface of a 3D topological i
2210.16323,pivot,2110.07599,1.0,{Pivot Hamiltonians as generators of symmetry and entanglement},Pivot Hamiltonians as generators of symmetry and entanglement
2210.16323,NatMeasurement,2112.01519,1.0,{Long-range entanglement from measuring symmetry-protected topological phases},Long-Range Entanglement from Measuring Symmetry-Protected Topological Phases
2210.16323,1dZnSPT,1502.00066,1.0,Rokhsar-Kivelson models of bosonic symmetry-protected topological states,Rokhsar-Kivelson models of bosonic symmetry-protected topological states
2210.16323,TO_thermal,1609.02432,1.0,Topological order of mixed states in correlated quantum many-body systems,Topological order of mixed states in correlated quantum many-body systems
2210.16323,TI_open2,1405.6054,1.0,Two-Dimensional Density-Matrix Topological Fermionic Phases: Topological Uhlmann,Two-dimensional density-matrix topological fermionic phases: topological Uhlmann
2210.16323,TI_open1,1405.4567,1.0,Topological Indices for Open and Thermal Systems Via Uhlmann's Phase,Topological indices for open and thermal systems via Uhlmann's phase.
2210.16323,mixedunitary,1902.03164,1.0,Detecting mixed-unitary quantum channels is {NP}-hard,Detecting mixed-unitary quantum channels is NP-hard
2210.16323,Groot2021,2112.04483,1.0,{Symmetry Protected Topological Order in Open Quantum Systems},Symmetry Protected Topological Order in Open Quantum Systems
2210.16323,Stephen2017,1611.08053,1.0,Computational Power of Symmetry-Protected Topological Phases,Computational Power of Symmetry-Protected Topological Phases.
2210.16323,Raussendorf2019,1803.00095,1.0,Computationally Universal Phase of Quantum Matter,Computationally Universal Phase of Quantum Matter.
2210.16323,nonAbelianNat2,2209.03964,0.9722222222222222,The Shortest Route to Non-Abelian Topological Order on a Quantum Processor,Shortest Route to Non-Abelian Topological Order on a Quantum Processor.
2210.16323,nonAbelianNat,2209.06202,0.9885057471264368,"A hierarchy of topological order from finite-depth unitaries, measurement and fe","Hierarchy of Topological Order From Finite-Depth Unitaries, Measurement, and Fee"
2210.16323,Lu2022,2206.13527,1.0,Measurement as a shortcut to long-range entangled quantum matter,Measurement as a Shortcut to Long-Range Entangled Quantum Matter
2210.16323,CSScode2,quant-ph/9601029,1.0,Multiple-particle interference and quantum error correction,Multiple-particle interference and quantum error correction
2210.16323,CSScode,quant-ph/9512032,1.0,Good quantum error-correcting codes exist,Good quantum error-correcting codes exist.
2210.16323,ClusterCSS,1607.02579,1.0,Foliated Quantum Error-Correcting Codes,Foliated Quantum Error-Correcting Codes.
2210.16323,3dCluster_fracton2,2007.07894,1.0,Type-II fractons from coupled spin chains and layers,Type-II fractons from coupled spin chains and layers
2210.16323,3dCluster_fracton1,1607.02579,1.0,Foliated Quantum Error-Correcting Codes,Foliated Quantum Error-Correcting Codes.
2210.16323,Wouters2021,2005.12825,1.0,{Interrelations among frustration-free models via Witten's conjugation},Interrelations among frustration-free models via Witten's conjugation
2210.16323,2022arXiv221002485Z,2210.02485,1.0,{Topological invariants for SPT entanglers},Topological invariants for SPT entanglers
2210.16323,You1803.10425,1803.10425,1.0,{Entanglement features of random Hamiltonian dynamics},Entanglement features of random Hamiltonian dynamics
2210.16323,Witten1605.02391,1605.02391,1.0,{The ``parity'' anomaly on an unorientable manifold},"The ""parity"" anomaly on an unorientable manifold"
2210.16323,Butt2101.01026,2104.03997,0.7422680412371134,"{Anomalies and symmetric mass generation for K{\""a",Comments on symmetric mass generation in 2d and 4d
2210.16323,Ayyar1410.6474,1410.6474,1.0,{Massive fermions without fermion bilinear condensates},Massive fermions without fermion bilinear condensates
2210.16323,wen2013,1305.1045,1.0,A Lattice Non-Perturbative Definition of an SO(10) Chiral Gauge Theory and Its I,A lattice non-perturbative definition of an SO(10) chiral gauge theory and its i
2210.16323,Wang1307.7480,1307.7480,0.9627329192546584,{Non-Perturbative Regularization of 1+1D Anomaly-Free Chiral Fermions and Bosons,"Nonperturbative regularization of (
1+1
)-dimensional anomaly-free chiral fermio"
2210.16323,You1711.00863,1711.00863,1.0,{From bosonic topological transition to symmetric fermion mass generation},From bosonic topological transition to symmetric fermion mass generation
2210.16323,You1705.09313,1705.09313,1.0,{Symmetric Fermion Mass Generation as Deconfined Quantum Criticality},Symmetric Fermion Mass Generation as Deconfined Quantum Criticality
2210.16323,Xu2103.15865,2103.15865,1.0,{Green's function Zero and Symmetric Mass Generation},Green's function Zero and Symmetric Mass Generation
2210.16323,you2014,1402.4151,1.0,Interacting Topological Superconductors and possible Origin of $16n$ Chiral Ferm,Interacting Topological Superconductors and possible Origin of $16n$ Chiral Ferm
2210.16323,yougrand,1412.4784,1.0,Interacting topological insulator and emergent grand unified theory,Interacting topological insulator and emergent grand unified theory
2210.16323,BenTov1412.0154,1510.04153,0.7169811320754716,{Fermion masses without symmetry breaking in two spacetime dimensions},Fermion mass without symmetry breaking
2210.16323,Ayyar1511.09071,1510.04153,0.76,{Origin of fermion masses without spontaneous symmetry breaking},Fermion mass without symmetry breaking
2210.16323,Catterall1510.04153,1510.04153,1.0,{Fermion mass without symmetry breaking},Fermion mass without symmetry breaking
2210.16323,Tong2104.03997,2104.03997,1.0,{Comments on Symmetric Mass Generation in 2d and 4d},Comments on symmetric mass generation in 2d and 4d
2210.16323,Wang2204.14271,2204.14271,1.0,{Symmetric Mass Generation},Symmetric Mass Generation
2210.16323,Kapustin1701.08264,1701.08264,1.0,{Fermionic SPT phases in higher dimensions and bosonization},Fermionic SPT phases in higher dimensions and bosonization
2210.16323,Turner1008.4346,1008.4346,1.0,{Topological phases of one-dimensional fermions: An entanglement point of view},Topological Phases of One-Dimensional Fermions: An Entanglement Point of View
2210.16323,Metlitski1406.3032,1406.3032,1.0,{Interaction effects on 3D topological superconductors: surface topological orde,Interaction effects on 3D topological superconductors: surface topological order
2210.16323,Song1609.07469,1609.07469,1.0,{Interaction effects on the classification of crystalline topological insulators,Interaction effects on the classification of crystalline topological insulators 
2210.16323,Queiroz1601.01596,1601.01596,1.0,{Dimensional Hierarchy of Fermionic Interacting Topological Phases},Dimensional Hierarchy of Fermionic Interacting Topological Phases.
2210.16323,Yoshida1505.06598,1505.06598,1.0,{Correlation effects on topological crystalline insulators},Correlation effects on topological crystalline insulators
2210.16323,Gu1512.04919,1512.04919,1.0,{Axion field theory approach and the classification of interacting topological s,Axion field theory approach and the classification of interacting topological su
2210.16323,Wang1401.1142,1401.1142,1.0,{Interacting fermionic topological insulators/superconductors in three dimension,Interacting fermionic topological insulators/superconductors in three dimensions
2210.16323,Gu1304.4569,1304.4569,0.9514563106796117,{Effect of interactions on two-dimensional fermionic symmetry-protected topologi,Effect of interactions on two-dimensional fermionic symmetry-protected topologic
2210.16323,Ryu1202.4484,1202.4484,1.0,{Interacting topological phases and modular invariance},Interacting topological phases and modular invariance
2210.16323,Yao1202.5805,1202.5805,1.0,{Interaction effect on topological classification of superconductors in two dime,Interaction effect on topological classification of superconductors in two dimen
2210.16323,Qi1202.3983,1202.3983,0.8198757763975155,{A new class of (2 + 1)-dimensional topological superconductors with $\mathbb{Z,A new class of (2 + 1)-dimensional topological superconductors with topological 
2210.16323,You1409.0168,1409.0168,1.0,{Symmetry-protected topological states of interacting fermions and bosons},Symmetry Protected Topological States of Interacting Fermions and Bosons
2210.16323,Fidkowski0904.2197,0904.2197,1.0,{Effects of interactions on the topological classification of free fermion syste,Effects of interactions on the topological classification of free fermion system
2210.16323,Fidkowski1008.4138,1008.4138,1.0,{Topological phases of fermions in one dimension},Topological phases of fermions in one dimension
2210.16323,Gu0903.1069,0903.1069,1.0,{Tensor-entanglement-filtering renormalization approach and symmetry-protected t,Tensor-Entanglement-Filtering Renormalization Approach and Symmetry Protected To
2210.16323,Chen1008.3745,1008.3745,1.0,{Classification of gapped symmetric phases in one-dimensional spin systems},Classification of gapped symmetric phases in one-dimensional spin systems
2210.16323,Pollmann0909.4059,0909.4059,1.0,{Symmetry protection of topological phases in one-dimensional quantum spin syste,Symmetry protection of topological phases in one-dimensional quantum spin system
2210.16323,ZhangSC,2210.17485,0.8589743589743589,Strange Correlation Function for Average Symmetry-Protected Topological Phases,Fidelity Strange Correlators for Average Symmetry-Protected Topological Phases
2210.16323,Yoshida2016,1508.03468,1.0,Topological phases with generalized global symmetries,Topological phases with generalized global symmetries
2210.16323,Hayden_2007,0708.4025,1.0,Black holes as mirrors: quantum information in random subsystems,Black holes as mirrors: Quantum information in random subsystems
2210.16323,Yoshida2017,1710.03363,1.0,{Efficient decoding for the Hayden-Preskill protocol},Efficient decoding for the Hayden-Preskill protocol
2210.16323,Kimchi1710.06860,1710.06860,0.954248366013072,Valence Bonds in Random Quantum Magnets: Theory and Application to ${\mathrm{YbM,"Valence Bonds in Random Quantum Magnets: Theory and Application to 
YbMgGaO4"
2210.16323,Huang2002.08953,2002.08953,1.0,{Predicting many properties of a quantum system from very few measurements},Predicting many properties of a quantum system from very few measurements
2210.16323,Notarnicola2112.11046,2112.11046,0.7482993197278912,A randomized measurement toolbox for Rydberg quantum technologies,A randomized measurement toolbox for an interacting Rydberg-atom quantum simulat
2210.16323,Elben2203.11374,2203.11374,1.0,{The randomized measurement toolbox},The randomized measurement toolbox
2210.16323,Ohliger1204.5735,1204.5735,1.0,{Efficient and feasible state tomography of quantum many-body systems},Efficient and feasible state tomography of quantum many-body systems
2210.16323,KZ2019,1809.05540,1.0,Quantum Kibble--Zurek mechanism and critical dynamics on a programmable Rydberg ,Quantum Kibble–Zurek mechanism and critical dynamics on a programmable Rydberg s
2210.16323,scar2017,1707.04344,1.0,Probing many-body dynamics on a 51-atom quantum simulator,Probing many-body dynamics on a 51-atom quantum simulator
2210.16323,SL2021,2104.04119,1.0,Probing topological spin liquids on a programmable quantum simulator,Probing topological spin liquids on a programmable quantum simulator
2210.16323,sptwf,1301.6172,1.0,Wave functions of bosonic symmetry protected topological phases,Wave Functions of Bosonic Symmetry Protected Topological Phases
2210.16323,YouXu2013,1312.0626,1.0,Wave Function and Strange Correlator of Short-Range Entangled States,Wave function and strange correlator of short-range entangled states.
2210.16323,Lee2022,2208.11699,1.0,{Decoding Measurement-Prepared Quantum Phases and Transitions: from Ising model ,Decoding Measurement-Prepared Quantum Phases and Transitions: from Ising model t
2210.16323,MaWang2022,2209.02723,1.0,{Average Symmetry-Protected Topological Phases},Average Symmetry-Protected Topological Phases
2210.16323,1Dcluster_GHZ,quant-ph/0004051,1.0,Persistent Entanglement in Arrays of Interacting Particles,Persistent entanglement in arrays of interacting particles.
2210.16323,2Dcluster_toric,0802.3163,1.0,"Creation, Manipulation, and Detection of Abelian and Non-Abelian Anyons in Optic","Creation, manipulation, and detection of Abelian and non-Abelian anyons in optic"
2210.16323,2Dcluster,quant-ph/0407255,0.9322033898305084,Long-range quantum entanglement in noisy cluster states,Long-range quantum entanglement in noisy cluster states (6 pages)
2210.16323,Chen2014,1303.4301,1.0,Symmetry-protected topological phases from decorated domain walls,Symmetry-protected topological phases from decorated domain walls
2210.16323,googleToric,2104.01180,1.0,Realizing topologically ordered states on a quantum processor,Realizing topologically ordered states on a quantum processor
2210.16323,TimeCrystal,2107.13571,1.0,Time-crystalline eigenstate order on a quantum processor,Time-crystalline eigenstate order on a quantum processor
2210.16323,wenspt,1106.4772,1.0,Symmetry protected topological orders and the group cohomology of their symmetry,Symmetry protected topological orders and the group cohomology of their symmetry
2210.16323,ashvinsenthil2012,1209.3058,1.0,Physics of Three-Dimensional Bosonic Topological Insulators: Surface-Deconfined ,Physics of three dimensional bosonic topological insulators: Surface Deconfined 
2210.16323,binlsm,1309.0515,1.0,Classification and description of bosonic symmetry protected topological phases ,Classification and Description of Bosonic Symmetry Protected Topological Phases 
